Region,Sector,GWP100 [kg CO2-eq/unit output]
SK,Sub-Bituminous Coal,150593.63957705256
SK,Patent Fuel,145866.96888795178
SK,Lignite/Brown Coal,2501136.886662371
SK,BKB/Peat Briquettes,1858645.0893876392
SK,Peat,728018.5718208561
SK,"Crude petroleum and services related to crude oil extraction, excluding surveying",143003.41195741878
SK,"Natural gas and services related to natural gas extraction, excluding surveying",19652091.813721478
SK,Natural Gas Liquids,589287.9501778351
SK,Other Hydrocarbons,7352.748496915752
SK,Uranium and thorium ores (12),0.0
SK,Iron ores,1875035.7721261117
SK,Copper ores and concentrates,233834.45447244614
SK,Nickel ores and concentrates,1177012.9199560422
SK,Aluminium ores and concentrates,1158580.615895702
SK,Precious metal ores and concentrates,242762.33933030802
SK,"Lead, zinc and tin ores and concentrates",226583.0058172391
SK,Other non-ferrous metal ores and concentrates,236963.35660231183
SK,Stone,365437.3937770002
SK,Sand and clay,512254.8194404258
SK,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.",619705.0416194088
SK,Products of meat cattle,212794.9048117621
SK,Products of meat pigs,208396.70543929902
SK,Products of meat poultry,90421.33720946101
SK,Meat products nec,179753.72197537665
SK,products of Vegetable oils and fats,103566.70983515697
SK,Dairy products,204983.4601538
SK,Processed rice,155054.77819083282
SK,Sugar,192885.96330209263
SK,Food products nec,230833.84606827825
SK,Beverages,235554.58217111052
SK,Fish products,249275.18759901563
SK,Tobacco products (16),351241.61176910024
SK,Textiles (17),345024.93205499277
SK,Wearing apparel; furs (18),176998.55460138235
SK,Leather and leather products (19),229759.04792351913
SK,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20),143676.6135940555
SK,"Wood material for treatment, Re-processing of secondary wood material into new wood material",0.0
SK,Pulp,417721.7331074117
SK,"Secondary paper for treatment, Re-processing of secondary paper into new pulp",0.0
SK,Paper and paper products,443856.7552498002
SK,Printed matter and recorded media (22),197833.48515950993
SK,Coke Oven Coke,7274395.664073635
SK,Gas Coke,0.0
SK,Coal Tar,6808306.104810097
SK,Motor Gasoline,800189.8269218553
SK,Aviation Gasoline,147463.3830565694
SK,Gasoline Type Jet Fuel,0.0
SK,Kerosene Type Jet Fuel,673464.1128105222
SK,Kerosene,778803.1886055934
SK,Gas/Diesel Oil,805445.4054501633
SK,Heavy Fuel Oil,817402.9115089697
SK,Refinery Gas,509866.2515421288
SK,Liquefied Petroleum Gases (LPG),823848.2910496937
SK,Refinery Feedstocks,821799.8433808512
SK,Ethane,814440.2207840395
SK,Naphtha,734611.1935129914
SK,White Spirit & SBP,788417.3691051622
SK,Lubricants,810479.613611934
SK,Bitumen,320079.3268311956
SK,Paraffin Waxes,445645.32899184996
SK,Petroleum Coke,357438.4884706155
SK,Non-specified Petroleum Products,749327.1449586818
SK,Nuclear fuel,433873.8662556705
SK,"Plastics, basic",490081.9909894267
SK,"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",0.0
SK,N-fertiliser,1673801.4445659618
SK,P- and other fertiliser,21363783.4577246
SK,Chemicals nec,233525.68934003945
SK,Charcoal,137149.410534853
SK,Additives/Blending Components,7169580.01733266
SK,Biogasoline,7305134.534011595
SK,Biodiesels,7342233.949769675
SK,Other Liquid Biofuels,206708.18446642047
SK,Rubber and plastic products (25),307670.17160078156
SK,Glass and glass products,1591592.581326966
SK,"Secondary glass for treatment, Re-processing of secondary glass into new glass",0.0
SK,Ceramic goods,1507369.243972514
SK,"Bricks, tiles and construction products, in baked clay",1128247.433582921
SK,"Cement, lime and plaster",631414.6866489573
SK,"Ash for treatment, Re-processing of ash into clinker",0.0
SK,Other non-metallic mineral products,1769379.1143629237
SK,Basic iron and steel and of ferro-alloys and first products thereof,2905013.51580321
SK,"Secondary steel for treatment, Re-processing of secondary steel into new steel",0.0
SK,Precious metals,378754.49564681936
SK,"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",0.0
SK,Aluminium and aluminium products,473214.31917492056
SK,"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",0.0
SK,"Lead, zinc and tin and products thereof",708438.6899949174
SK,"Secondary lead for treatment, Re-processing of secondary lead into new lead",0.0
SK,Copper products,1104181.9323397735
SK,"Secondary copper for treatment, Re-processing of secondary copper into new copper",0.0
SK,Other non-ferrous metal products,437021.4524089778
SK,"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",0.0
SK,Foundry work services,1319350.1463552506
SK,"Fabricated metal products, except machinery and equipment (28)",248668.37786067667
SK,Machinery and equipment n.e.c. (29),345148.1228023874
SK,Office machinery and computers (30),241148.81602357767
SK,Electrical machinery and apparatus n.e.c. (31),252877.9301473036
SK,"Radio, television and communication equipment and apparatus (32)",284384.12834860245
SK,"Medical, precision and optical instruments, watches and clocks (33)",205183.43166654703
SK,"Motor vehicles, trailers and semi-trailers (34)",236579.8067314086
SK,Other transport equipment (35),242676.72113985557
SK,Furniture; other manufactured goods n.e.c. (36),265904.1911054018
SK,Secondary raw materials,199810.30540198187
SK,"Bottles for treatment, Recycling of bottles by direct reuse",0.0
SK,Electricity by coal,445880.7106554468
SK,Electricity by gas,801119.8039170535
SK,Electricity by nuclear,96602.76837343015
SK,Electricity by hydro,214744.61132397634
SK,Electricity by wind,261815.66524944507
SK,Electricity by petroleum and other oil derivatives,425455.6186313296
SK,Electricity by biomass and waste,614719.0104102265
SK,Electricity by solar photovoltaic,352587.9941485419
SK,Electricity by solar thermal,0.0
SK,"Electricity by tide, wave, ocean",0.0
SK,Electricity by Geothermal,0.0
SK,Electricity nec,250331.64167266045
SK,Transmission services of electricity,552157.7163115473
SK,Distribution and trade services of electricity,521845.9252887853
SK,Coke oven gas,1654925.0648782672
SK,Blast Furnace Gas,1689772.3620632333
SK,Oxygen Steel Furnace Gas,278347.63182484196
SK,Gas Works Gas,0.0
SK,Biogas,1697618.0502423071
SK,Distribution services of gaseous fuels through mains,1682802.8572717865
SK,Steam and hot water supply services,36647755.47661623
SK,"Collected and purified water, distribution services of water (41)",1305371.3740208386
SK,Construction work (45),173464.09189855092
SK,"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates",0.0
SK,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",154718.88815270682
SK,Retail trade services of motor fuel,118431.68407053647
SK,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)",177911.56616234104
SK,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",256963.55138212864
SK,Hotel and restaurant services (55),183501.8891838485
SK,Railway transportation services,213939.8787169899
SK,Other land transportation services,245491.84038543233
SK,Transportation services via pipelines,1077547.0722925602
SK,Sea and coastal water transportation services,650667.0321982426
SK,Inland water transportation services,1713728.1044937428
SK,Air transport services (62),501031.8963519936
SK,Supporting and auxiliary transport services; travel agency services (63),317449.9014105499
SK,Post and telecommunication services (64),323961.52172306605
SK,"Financial intermediation services, except insurance and pension funding services (65)",63067.504059524166
SK,"Insurance and pension funding services, except compulsory social security services (66)",111031.17053578299
SK,Services auxiliary to financial intermediation (67),101186.68417147837
SK,Real estate services (70),290335.76950861403
SK,Renting services of machinery and equipment without operator and of personal and household goods (71),293268.22107885266
SK,Computer and related services (72),124961.86107992627
SK,Research and development services (73),142578.8149244373
SK,Other business services (74),126635.71680367537
SK,Public administration and defence services; compulsory social security services (75),102960.54420598844
SK,Education services (80),122981.77408976824
SK,Health and social work services (85),145146.22223577942
SK,Food waste for treatment: incineration,465468.7028956035
SK,Paper waste for treatment: incineration,496095.5142336003
SK,Plastic waste for treatment: incineration,958594.6236625854
SK,Intert/metal waste for treatment: incineration,895370.8409519453
SK,Textiles waste for treatment: incineration,948115.9948271792
SK,Wood waste for treatment: incineration,454536.84158316394
SK,Oil/hazardous waste for treatment: incineration,611179.2254643431
SK,Food waste for treatment: biogasification and land application,279164.7153863513
SK,Paper waste for treatment: biogasification and land application,287406.8137624617
SK,Sewage sludge for treatment: biogasification and land application,347577.17833246884
SK,Food waste for treatment: composting and land application,482257.4627076406
SK,Paper and wood waste for treatment: composting and land application,129525.5428499322
SK,Food waste for treatment: waste water treatment,499505.04162262054
SK,Other waste for treatment: waste water treatment,525716.7082911256
SK,Food waste for treatment: landfill,485804.86916568404
SK,Paper for treatment: landfill,461368.2089725313
SK,Plastic waste for treatment: landfill,448234.6568111212
SK,Inert/metal/hazardous waste for treatment: landfill,440323.8290167475
SK,Textiles waste for treatment: landfill,436658.2921202258
SK,Wood waste for treatment: landfill,437720.31784845376
SK,Membership organisation services n.e.c. (91),182857.3874979348
SK,"Recreational, cultural and sporting services (92)",207775.61678927354
SK,Other services (93),140943.90812265198
SK,Private households with employed persons (95),0.0
SK,Extra-territorial organizations and bodies,0.0
GB,Paddy rice,0.0
GB,Wheat,289345.873035028
GB,Cereal grains nec,224591.17564015806
GB,"Vegetables, fruit, nuts",222711.63179603824
GB,Oil seeds,95608.73762711803
GB,"Sugar cane, sugar beet",366765.2113357174
GB,Plant-based fibers,646683.0455190846
GB,Crops nec,271452.4363150388
GB,Cattle,320158.08989681513
GB,Pigs,347015.3665656716
GB,Poultry,242050.46138509832
GB,Meat animals nec,206827.62101763216
GB,Animal products nec,263505.13285524934
GB,Raw milk,161361.87788136676
GB,"Wool, silk-worm cocoons",53461576.623554625
GB,Manure (conventional treatment),0.0
GB,Manure (biogas treatment),0.0
GB,"Products of forestry, logging and related services (02)",477328.289784755
GB,Fish and other fishing products; services incidental of fishing (05),498034.65668142383
GB,Anthracite,72678.5256140207
GB,Coking Coal,371245.8622036787
GB,Other Bituminous Coal,476156.8893500741
GB,Sub-Bituminous Coal,72678.52557466963
GB,Patent Fuel,476156.9537126741
GB,Lignite/Brown Coal,72678.52562410785
GB,BKB/Peat Briquettes,72678.52544038139
GB,Peat,72678.5254232257
GB,"Crude petroleum and services related to crude oil extraction, excluding surveying",294610.2236001921
GB,"Natural gas and services related to natural gas extraction, excluding surveying",615596.8243409407
GB,Natural Gas Liquids,615792.245208124
GB,Other Hydrocarbons,0.0
GB,Uranium and thorium ores (12),72678.52541112163
GB,Iron ores,595443.6026499519
GB,Copper ores and concentrates,72678.52542141062
GB,Nickel ores and concentrates,536988.9261028678
GB,Aluminium ores and concentrates,0.0
GB,Precious metal ores and concentrates,51267946.05345328
GB,"Lead, zinc and tin ores and concentrates",947332.9906025879
GB,Other non-ferrous metal ores and concentrates,72681.59401163524
GB,Stone,284448.3814771693
GB,Sand and clay,283288.1507696083
GB,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.",267582.0032787192
GB,Products of meat cattle,239034.77480124327
GB,Products of meat pigs,149465.75710761244
GB,Products of meat poultry,317573.79509420914
GB,Meat products nec,126823.47419731085
GB,products of Vegetable oils and fats,194052.7247466466
GB,Dairy products,296217.20581842144
GB,Processed rice,345019.22520612815
GB,Sugar,297600.2110943702
GB,Food products nec,246957.35111222597
GB,Beverages,328828.1596281734
GB,Fish products,399417.5712304588
GB,Tobacco products (16),160274.80158721432
